filenamehost_nameline
tabprotosrv_9.txtMiles-PC{"ts":"2015-12-29T16:34:30.585","pid":5556,"tid":"15b8","sev":"info","req":"-","sess":"-","site":"{B0EEC83D-2AC7-4CA7-839D-C3B5F04D85E5}","user":"-","k":"open-log","v":{"path":"E:\\Tableau\\Tableau Server\\data\\tabsvc\\logs\\vizqlserver\\tabprotosrv_2.txt"}}
tabprotosrv_9.txtMiles-PC{"ts":"2015-12-29T16:34:30.586","pid":5556,"tid":"15b8","sev":"info","req":"-","sess":"-","site":"{B0EEC83D-2AC7-4CA7-839D-C3B5F04D85E5}","user":"-","k":"startup-info","v":{"tableau-version":"9200.15.1201.0018,x64","cwd":"E:\\Tableau\\Tableau Server\\9.2\\repository\\jre\\bin","start-time":"2015-12-29T15:34:30.586","os":"Microsoft Windows Server 2012 R2 Standard (Build 9600)","domain":"","hostname":"WIN-FPC6VT52C21","process-id":"5556 (0x15b4)"}}
tabprotosrv_9.txtMiles-PC{"ts":"2015-12-29T16:34:30.602","pid":5556,"tid":"15b8","sev":"info","req":"-","sess":"-","site":"{B0EEC83D-2AC7-4CA7-839D-C3B5F04D85E5}","user":"-","k":"memory-usage","v":{"load-percent":41,"free":140737273556992,"commit":208539648,"reserve":6193152}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"end-query","v":{"query":"SELECT\n\trfr.rdb$field_name as field_name,\n\tfld.rdb$field_type as field_type,\n\trfr.rdb$field_position as field_position,\n\tfld.rdb$field_precision as field_precision,\n\tfld.rdb$field_scale as field_scale,\n\tcst.rdb$character_set_name as charset,\n\tcol.rdb$collation_name as collation,\n\trfr.rdb$null_flag as nullable,\n\tfld.rdb$field_name as domain_name,\n\tfld.rdb$character_length as char_width\nFROM rdb$relation_fields rfr\n\tINNER JOIN rdb$fields fld\n\t\tON (rfr.rdb$field_source = fld.rdb$field_name)\n\tLEFT JOIN rdb$collations col\n\t\tON ((rfr.rdb$collation_id = col.rdb$collation_id) AND (fld.rdb$character_set_id = col.rdb$character_set_id))\n\tLEFT JOIN rdb$character_sets cst\n\t\tON (col.rdb$character_set_id = cst.rdb$character_set_id)WHERE rfr.rdb$relation_name = 'Congress'\nORDER BY 3","cols":10,"protocol-id":0,"rows":3,"elapsed":0.001,"query-hash":4243281367}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"begin-query","v":{"query":"SELECT\n     (rdb$index_segments.rdb$field_name) AS fkColumnName,\n     (rdb$index_segments1.rdb$field_name) AS pkColumnName,\n     (rdb$index_segments1.rdb$field_position) AS pkOrdinal,\n     (rdb$relation_constraints1.rdb$relation_name) AS pkTableName,\n     (rdb$relation_constraints.rdb$constraint_name) AS constraintName\nFROM rdb$relation_constraints\n     INNER JOIN rdb$index_segments ON (rdb$relation_constraints.rdb$index_name = rdb$index_segments.rdb$index_name)\n     INNER JOIN rdb$indices ON (rdb$relation_constraints.rdb$index_name = rdb$indices.rdb$index_name)\n     INNER JOIN rdb$relation_constraints rdb$relation_constraints1 ON (rdb$indices.rdb$foreign_key = rdb$relation_constraints1.rdb$index_name)\n     INNER JOIN rdb$index_segments rdb$index_segments1 ON (rdb$relation_constraints1.rdb$index_name = rdb$index_segments1.rdb$index_name)WHERE rdb$relation_constraints.rdb$relation_name = 'Congress'\n","protocol-id":0,"query-hash":2885447840}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"query-plan","v":{"protocol":"570cea35a0","plan":"\nPLAN JOIN (RDB$INDICES NATURAL, RDB$RELATION_CONSTRAINTS INDEX (RDB$INDEX_43, RDB$INDEX_42), RDB$RELATION_CONSTRAINTS1 INDEX (RDB$INDEX_43), RDB$INDEX_SEGMENTS INDEX (RDB$INDEX_6), RDB$INDEX_SEGMENTS1 INDEX (RDB$INDEX_6))"}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"end-query","v":{"query":"SELECT\n     (rdb$index_segments.rdb$field_name) AS fkColumnName,\n     (rdb$index_segments1.rdb$field_name) AS pkColumnName,\n     (rdb$index_segments1.rdb$field_position) AS pkOrdinal,\n     (rdb$relation_constraints1.rdb$relation_name) AS pkTableName,\n     (rdb$relation_constraints.rdb$constraint_name) AS constraintName\nFROM rdb$relation_constraints\n     INNER JOIN rdb$index_segments ON (rdb$relation_constraints.rdb$index_name = rdb$index_segments.rdb$index_name)\n     INNER JOIN rdb$indices ON (rdb$relation_constraints.rdb$index_name = rdb$indices.rdb$index_name)\n     INNER JOIN rdb$relation_constraints rdb$relation_constraints1 ON (rdb$indices.rdb$foreign_key = rdb$relation_constraints1.rdb$index_name)\n     INNER JOIN rdb$index_segments rdb$index_segments1 ON (rdb$relation_constraints1.rdb$index_name = rdb$index_segments1.rdb$index_name)WHERE rdb$relation_constraints.rdb$relation_name = 'Congress'\n","cols":5,"protocol-id":0,"rows":4,"elapsed":0.002,"query-hash":2885447840}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"read-metadata","v":{"id":0,"table":"Congress","group-id":0,"elapsed":0.003,"attributes":{"class":"firebird","server":"","dbname":"E:\\Tableau\\Tableau Server\\9.2\\vizqlserver\\local\\data\\GEOCODING.FDB","username":"sysdba","password":"",":thread-session":"0"},"metadata-records":7}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"begin-query","v":{"query":"SELECT\n\trfr.rdb$field_name as field_name,\n\tfld.rdb$field_type as field_type,\n\trfr.rdb$field_position as field_position,\n\tfld.rdb$field_precision as field_precision,\n\tfld.rdb$field_scale as field_scale,\n\tcst.rdb$character_set_name as charset,\n\tcol.rdb$collation_name as collation,\n\trfr.rdb$null_flag as nullable,\n\tfld.rdb$field_name as domain_name,\n\tfld.rdb$character_length as char_width\nFROM rdb$relation_fields rfr\n\tINNER JOIN rdb$fields fld\n\t\tON (rfr.rdb$field_source = fld.rdb$field_name)\n\tLEFT JOIN rdb$collations col\n\t\tON ((rfr.rdb$collation_id = col.rdb$collation_id) AND (fld.rdb$character_set_id = col.rdb$character_set_id))\n\tLEFT JOIN rdb$character_sets cst\n\t\tON (col.rdb$character_set_id = cst.rdb$character_set_id)WHERE rfr.rdb$relation_name = 'LocalDataCongress'\nORDER BY 3","protocol-id":0,"query-hash":4087969558}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"query-plan","v":{"protocol":"570cea35a0","plan":"\nPLAN JOIN (JOIN (SORT (JOIN (RFR INDEX (RDB$INDEX_4), FLD INDEX (RDB$INDEX_2))), COL INDEX (RDB$INDEX_26)), CST INDEX (RDB$INDEX_25))"}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"end-query","v":{"query":"SELECT\n\trfr.rdb$field_name as field_name,\n\tfld.rdb$field_type as field_type,\n\trfr.rdb$field_position as field_position,\n\tfld.rdb$field_precision as field_precision,\n\tfld.rdb$field_scale as field_scale,\n\tcst.rdb$character_set_name as charset,\n\tcol.rdb$collation_name as collation,\n\trfr.rdb$null_flag as nullable,\n\tfld.rdb$field_name as domain_name,\n\tfld.rdb$character_length as char_width\nFROM rdb$relation_fields rfr\n\tINNER JOIN rdb$fields fld\n\t\tON (rfr.rdb$field_source = fld.rdb$field_name)\n\tLEFT JOIN rdb$collations col\n\t\tON ((rfr.rdb$collation_id = col.rdb$collation_id) AND (fld.rdb$character_set_id = col.rdb$character_set_id))\n\tLEFT JOIN rdb$character_sets cst\n\t\tON (col.rdb$character_set_id = cst.rdb$character_set_id)WHERE rfr.rdb$relation_name = 'LocalDataCongress'\nORDER BY 3","cols":10,"protocol-id":0,"rows":5,"elapsed":0.002,"query-hash":4087969558}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"begin-query","v":{"query":"SELECT\n     (rdb$index_segments.rdb$field_name) AS fkColumnName,\n     (rdb$index_segments1.rdb$field_name) AS pkColumnName,\n     (rdb$index_segments1.rdb$field_position) AS pkOrdinal,\n     (rdb$relation_constraints1.rdb$relation_name) AS pkTableName,\n     (rdb$relation_constraints.rdb$constraint_name) AS constraintName\nFROM rdb$relation_constraints\n     INNER JOIN rdb$index_segments ON (rdb$relation_constraints.rdb$index_name = rdb$index_segments.rdb$index_name)\n     INNER JOIN rdb$indices ON (rdb$relation_constraints.rdb$index_name = rdb$indices.rdb$index_name)\n     INNER JOIN rdb$relation_constraints rdb$relation_constraints1 ON (rdb$indices.rdb$foreign_key = rdb$relation_constraints1.rdb$index_name)\n     INNER JOIN rdb$index_segments rdb$index_segments1 ON (rdb$relation_constraints1.rdb$index_name = rdb$index_segments1.rdb$index_name)WHERE rdb$relation_constraints.rdb$relation_name = 'LocalDataCongress'\n","protocol-id":0,"query-hash":1852876535}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"query-plan","v":{"protocol":"570cea35a0","plan":"\nPLAN JOIN (RDB$INDICES NATURAL, RDB$RELATION_CONSTRAINTS INDEX (RDB$INDEX_43, RDB$INDEX_42), RDB$RELATION_CONSTRAINTS1 INDEX (RDB$INDEX_43), RDB$INDEX_SEGMENTS INDEX (RDB$INDEX_6), RDB$INDEX_SEGMENTS1 INDEX (RDB$INDEX_6))"}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"end-query","v":{"query":"SELECT\n     (rdb$index_segments.rdb$field_name) AS fkColumnName,\n     (rdb$index_segments1.rdb$field_name) AS pkColumnName,\n     (rdb$index_segments1.rdb$field_position) AS pkOrdinal,\n     (rdb$relation_constraints1.rdb$relation_name) AS pkTableName,\n     (rdb$relation_constraints.rdb$constraint_name) AS constraintName\nFROM rdb$relation_constraints\n     INNER JOIN rdb$index_segments ON (rdb$relation_constraints.rdb$index_name = rdb$index_segments.rdb$index_name)\n     INNER JOIN rdb$indices ON (rdb$relation_constraints.rdb$index_name = rdb$indices.rdb$index_name)\n     INNER JOIN rdb$relation_constraints rdb$relation_constraints1 ON (rdb$indices.rdb$foreign_key = rdb$relation_constraints1.rdb$index_name)\n     INNER JOIN rdb$index_segments rdb$index_segments1 ON (rdb$relation_constraints1.rdb$index_name = rdb$index_segments1.rdb$index_name)WHERE rdb$relation_constraints.rdb$relation_name = 'LocalDataCongress'\n","cols":5,"protocol-id":0,"rows":4,"elapsed":0.002,"query-hash":1852876535}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.959","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"read-metadata","v":{"id":0,"table":"LocalDataCongress","group-id":0,"elapsed":0.004,"attributes":{"class":"firebird","server":"","dbname":"E:\\Tableau\\Tableau Server\\9.2\\vizqlserver\\local\\data\\GEOCODING.FDB","username":"sysdba","password":"",":thread-session":"0"},"metadata-records":9}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.975","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"begin-query","v":{"query":"select tbl.rdb$relation_name\nfrom rdb$relations tbl\nwhere tbl.rdb$system_flag = 0\n  and tbl.rdb$relation_name not like '#Tableau_%'\norder by 1","protocol-id":0,"query-hash":576287529}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.975","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"query-plan","v":{"protocol":"570cea35a0","plan":"\nPLAN (TBL ORDER RDB$INDEX_0)"}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.975","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"end-query","v":{"query":"select tbl.rdb$relation_name\nfrom rdb$relations tbl\nwhere tbl.rdb$system_flag = 0\n  and tbl.rdb$relation_name not like '#Tableau_%'\norder by 1","cols":1,"protocol-id":0,"rows":25,"elapsed":0.001,"query-hash":576287529}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.975","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"begin-query","v":{"query":"SELECT \"Level\", \"Key\", \"Value\"\nFROM \"Properties\"","protocol-id":0,"query-hash":571645632}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.975","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"query-plan","v":{"protocol":"570cea35a0","plan":"\nPLAN (Properties NATURAL)"}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.975","pid":7700,"tid":"1e50","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"end-query","v":{"query":"SELECT \"Level\", \"Key\", \"Value\"\nFROM \"Properties\"","cols":3,"protocol-id":0,"rows":192,"elapsed":0.004,"query-hash":571645632}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.991","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"begin-query","v":{"query":"select tbl.rdb$relation_name\nfrom rdb$relations tbl\nwhere tbl.rdb$system_flag = 0\n  and tbl.rdb$relation_name not like '#Tableau_%'\norder by 1","protocol-id":0,"query-hash":576287529}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.991","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"query-plan","v":{"protocol":"570cea35a0","plan":"\nPLAN (TBL ORDER RDB$INDEX_0)"}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.991","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"end-query","v":{"query":"select tbl.rdb$relation_name\nfrom rdb$relations tbl\nwhere tbl.rdb$system_flag = 0\n  and tbl.rdb$relation_name not like '#Tableau_%'\norder by 1","cols":1,"protocol-id":0,"rows":25,"elapsed":0.001,"query-hash":576287529}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.991","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"begin-query","v":{"query":"SELECT \"Level\", \"Pattern\", \"Data Type\", \"Width\", \"Format\"\nFROM \"Heuristics\"","protocol-id":0,"query-hash":1191636087}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.991","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"query-plan","v":{"protocol":"570cea35a0","plan":"\nPLAN (Heuristics NATURAL)"}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.991","pid":7700,"tid":"1e2c","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"end-query","v":{"query":"SELECT \"Level\", \"Pattern\", \"Data Type\", \"Width\", \"Format\"\nFROM \"Heuristics\"","cols":5,"protocol-id":0,"rows":59,"elapsed":0.002,"query-hash":1191636087}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.991","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"begin-query","v":{"query":"SELECT\n\trfr.rdb$field_name as field_name,\n\tfld.rdb$field_type as field_type,\n\trfr.rdb$field_position as field_position,\n\tfld.rdb$field_precision as field_precision,\n\tfld.rdb$field_scale as field_scale,\n\tcst.rdb$character_set_name as charset,\n\tcol.rdb$collation_name as collation,\n\trfr.rdb$null_flag as nullable,\n\tfld.rdb$field_name as domain_name,\n\tfld.rdb$character_length as char_width\nFROM rdb$relation_fields rfr\n\tINNER JOIN rdb$fields fld\n\t\tON (rfr.rdb$field_source = fld.rdb$field_name)\n\tLEFT JOIN rdb$collations col\n\t\tON ((rfr.rdb$collation_id = col.rdb$collation_id) AND (fld.rdb$character_set_id = col.rdb$character_set_id))\n\tLEFT JOIN rdb$character_sets cst\n\t\tON (col.rdb$character_set_id = cst.rdb$character_set_id)WHERE rfr.rdb$relation_name = 'Country'\nORDER BY 3","protocol-id":0,"query-hash":1900612378}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.991","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"query-plan","v":{"protocol":"570cea35a0","plan":"\nPLAN JOIN (JOIN (SORT (JOIN (RFR INDEX (RDB$INDEX_4), FLD INDEX (RDB$INDEX_2))), COL INDEX (RDB$INDEX_26)), CST INDEX (RDB$INDEX_25))"}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.991","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"end-query","v":{"query":"SELECT\n\trfr.rdb$field_name as field_name,\n\tfld.rdb$field_type as field_type,\n\trfr.rdb$field_position as field_position,\n\tfld.rdb$field_precision as field_precision,\n\tfld.rdb$field_scale as field_scale,\n\tcst.rdb$character_set_name as charset,\n\tcol.rdb$collation_name as collation,\n\trfr.rdb$null_flag as nullable,\n\tfld.rdb$field_name as domain_name,\n\tfld.rdb$character_length as char_width\nFROM rdb$relation_fields rfr\n\tINNER JOIN rdb$fields fld\n\t\tON (rfr.rdb$field_source = fld.rdb$field_name)\n\tLEFT JOIN rdb$collations col\n\t\tON ((rfr.rdb$collation_id = col.rdb$collation_id) AND (fld.rdb$character_set_id = col.rdb$character_set_id))\n\tLEFT JOIN rdb$character_sets cst\n\t\tON (col.rdb$character_set_id = cst.rdb$character_set_id)WHERE rfr.rdb$relation_name = 'Country'\nORDER BY 3","cols":10,"protocol-id":0,"rows":6,"elapsed":0.002,"query-hash":1900612378}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:18.991","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"begin-query","v":{"query":"SELECT\n     (rdb$index_segments.rdb$field_name) AS fkColumnName,\n     (rdb$index_segments1.rdb$field_name) AS pkColumnName,\n     (rdb$index_segments1.rdb$field_position) AS pkOrdinal,\n     (rdb$relation_constraints1.rdb$relation_name) AS pkTableName,\n     (rdb$relation_constraints.rdb$constraint_name) AS constraintName\nFROM rdb$relation_constraints\n     INNER JOIN rdb$index_segments ON (rdb$relation_constraints.rdb$index_name = rdb$index_segments.rdb$index_name)\n     INNER JOIN rdb$indices ON (rdb$relation_constraints.rdb$index_name = rdb$indices.rdb$index_name)\n     INNER JOIN rdb$relation_constraints rdb$relation_constraints1 ON (rdb$indices.rdb$foreign_key = rdb$relation_constraints1.rdb$index_name)\n     INNER JOIN rdb$index_segments rdb$index_segments1 ON (rdb$relation_constraints1.rdb$index_name = rdb$index_segments1.rdb$index_name)WHERE rdb$relation_constraints.rdb$relation_name = 'Country'\n","protocol-id":0,"query-hash":394549773}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:19.006","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"query-plan","v":{"protocol":"570cea35a0","plan":"\nPLAN JOIN (RDB$INDICES NATURAL, RDB$RELATION_CONSTRAINTS INDEX (RDB$INDEX_43, RDB$INDEX_42), RDB$RELATION_CONSTRAINTS1 INDEX (RDB$INDEX_43), RDB$INDEX_SEGMENTS INDEX (RDB$INDEX_6), RDB$INDEX_SEGMENTS1 INDEX (RDB$INDEX_6))"}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:19.006","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"end-query","v":{"query":"SELECT\n     (rdb$index_segments.rdb$field_name) AS fkColumnName,\n     (rdb$index_segments1.rdb$field_name) AS pkColumnName,\n     (rdb$index_segments1.rdb$field_position) AS pkOrdinal,\n     (rdb$relation_constraints1.rdb$relation_name) AS pkTableName,\n     (rdb$relation_constraints.rdb$constraint_name) AS constraintName\nFROM rdb$relation_constraints\n     INNER JOIN rdb$index_segments ON (rdb$relation_constraints.rdb$index_name = rdb$index_segments.rdb$index_name)\n     INNER JOIN rdb$indices ON (rdb$relation_constraints.rdb$index_name = rdb$indices.rdb$index_name)\n     INNER JOIN rdb$relation_constraints rdb$relation_constraints1 ON (rdb$indices.rdb$foreign_key = rdb$relation_constraints1.rdb$index_name)\n     INNER JOIN rdb$index_segments rdb$index_segments1 ON (rdb$relation_constraints1.rdb$index_name = rdb$index_segments1.rdb$index_name)WHERE rdb$relation_constraints.rdb$relation_name = 'Country'\n","cols":5,"protocol-id":0,"rows":0,"elapsed":0.002,"query-hash":394549773}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:19.006","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"read-metadata","v":{"id":0,"table":"Country","group-id":0,"elapsed":0.005,"attributes":{"class":"firebird","server":"","dbname":"E:\\Tableau\\Tableau Server\\9.2\\vizqlserver\\local\\data\\GEOCODING.FDB","username":"sysdba","password":"",":thread-session":"0"},"metadata-records":6}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:19.006","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"begin-query","v":{"query":"SELECT\n\trfr.rdb$field_name as field_name,\n\tfld.rdb$field_type as field_type,\n\trfr.rdb$field_position as field_position,\n\tfld.rdb$field_precision as field_precision,\n\tfld.rdb$field_scale as field_scale,\n\tcst.rdb$character_set_name as charset,\n\tcol.rdb$collation_name as collation,\n\trfr.rdb$null_flag as nullable,\n\tfld.rdb$field_name as domain_name,\n\tfld.rdb$character_length as char_width\nFROM rdb$relation_fields rfr\n\tINNER JOIN rdb$fields fld\n\t\tON (rfr.rdb$field_source = fld.rdb$field_name)\n\tLEFT JOIN rdb$collations col\n\t\tON ((rfr.rdb$collation_id = col.rdb$collation_id) AND (fld.rdb$character_set_id = col.rdb$character_set_id))\n\tLEFT JOIN rdb$character_sets cst\n\t\tON (col.rdb$character_set_id = cst.rdb$character_set_id)WHERE rfr.rdb$relation_name = 'CountrySynonyms'\nORDER BY 3","protocol-id":0,"query-hash":132082144}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:19.006","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"query-plan","v":{"protocol":"570cea35a0","plan":"\nPLAN JOIN (JOIN (SORT (JOIN (RFR INDEX (RDB$INDEX_4), FLD INDEX (RDB$INDEX_2))), COL INDEX (RDB$INDEX_26)), CST INDEX (RDB$INDEX_25))"}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:19.006","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"end-query","v":{"query":"SELECT\n\trfr.rdb$field_name as field_name,\n\tfld.rdb$field_type as field_type,\n\trfr.rdb$field_position as field_position,\n\tfld.rdb$field_precision as field_precision,\n\tfld.rdb$field_scale as field_scale,\n\tcst.rdb$character_set_name as charset,\n\tcol.rdb$collation_name as collation,\n\trfr.rdb$null_flag as nullable,\n\tfld.rdb$field_name as domain_name,\n\tfld.rdb$character_length as char_width\nFROM rdb$relation_fields rfr\n\tINNER JOIN rdb$fields fld\n\t\tON (rfr.rdb$field_source = fld.rdb$field_name)\n\tLEFT JOIN rdb$collations col\n\t\tON ((rfr.rdb$collation_id = col.rdb$collation_id) AND (fld.rdb$character_set_id = col.rdb$character_set_id))\n\tLEFT JOIN rdb$character_sets cst\n\t\tON (col.rdb$character_set_id = cst.rdb$character_set_id)WHERE rfr.rdb$relation_name = 'CountrySynonyms'\nORDER BY 3","cols":10,"protocol-id":0,"rows":5,"elapsed":0.001,"query-hash":132082144}}
tabprotosrv_9.txtMiles-PC{"ts":"2016-01-20T05:04:19.006","pid":7700,"tid":"1e18","sev":"info","req":"-","sess":"-","site":"{84F680C1-656C-4A9B-B447-16D0A7CA2DC0}","user":"-","k":"begin-query","v":{"query":"SELECT\n     (rdb$index_segments.rdb$field_name) AS fkColumnName,\n     (rdb$index_segments1.rdb$field_name) AS pkColumnName,\n     (rdb$index_segments1.rdb$field_position) AS pkOrdinal,\n     (rdb$relation_constraints1.rdb$relation_name) AS pkTableName,\n     (rdb$relation_constraints.rdb$constraint_name) AS constraintName\nFROM rdb$relation_constraints\n     INNER JOIN rdb$index_segments ON (rdb$relation_constraints.rdb$index_name = rdb$index_segments.rdb$index_name)\n     INNER JOIN rdb$indices ON (rdb$relation_constraints.rdb$index_name = rdb$indices.rdb$index_name)\n     INNER JOIN rdb$relation_constraints rdb$relation_constraints1 ON (rdb$indices.rdb$foreign_key = rdb$relation_constraints1.rdb$index_name)\n     INNER JOIN rdb$index_segments rdb$index_segments1 ON (rdb$relation_constraints1.rdb$index_name = rdb$index_segments1.rdb$index_name)WHERE rdb$relation_constraints.rdb$relation_name = 'CountrySynonyms'\n","protocol-id":0,"query-hash":3914146439}}
